clean_text,label
oh man what a crap film this is some films are so bad that they are funny this isn t one of them it s just plain bad i have nothing more to say on the subject cept make sure that your holding a loaded gun to your head before you start watching this film that way you can put yourself out of your misery in the fastest possible way,0
remember this is only for pin i thought this was a kit for door which would mean pins and bushings i feel it was misleading as you actually need to buy of this kit to fix one door which means this is not the cheapest one on the market the sale on the other hand was smooth no complaint,0
variery is the spice of bjork my love for bjork s voice began when i was in fifth grade and heard it s oh so quiet for the first time at a dance rehearsal i rediscovered her two years later when i began my collection of bjork cd s which is now at post my favorite is a breath of fresh air from the uncreative trendy shallow too feel good or too angsty sounds you hear on the radio nowadays each song has a different tone emotion and musical arrangement from the techno beat of hyperballad to the stark sounds and keyboards of possibly maybe to the drum beat and screams in i miss you bjork s tireless voice is beautiful and full of energy it growls screams slides whispers her music cannot not be categorized each song is a different style and attitude i highly recommend her to anyone looking for a change from the ordinary i guarantee you will become addicted i am,1
can t get it to work i used to love these rockets back in the day when i was a kid so i got one for my year old son when it arrived it looked like the ones i had as a kid but was obviously of cheaper quality then again it cost only a few bucks problem is when i put the water in and then snap close the end of the pump all the water leaks out this happens whether the rocket is pointed up or down the rocket is totally useless and we had to throw it away too bad those rockets sure were fun a long time ago,0
belleza como su t tulo lo dice el libro es una belleza excelentes ilustraciones la revisi n hist rica de la belleza es de gran valor,1
d rated scifi you ve heard of b rate spaghetti westerns and b rate scifi well i give this d gary s son needs to get a really good part with some really good acting in it or he is gonna be type cast forever like the first guy said if your a fan of really bad scifi then this movie is for you i should have rented it before i bought it it would have been cheaper and it wouldn t be in my collection on a better note the asylum does put out some pretty good b rate stuff later dudes,0
loved it havent been able to find this album in years great buy if you haven t heard it and like odd ball music with a flare of ronchyness this is it,1
worthy to be put in your dvd collection i liked this it was well written and the special affects were high quality i also enjoyed the acting and the fact that it wasn t extra corny like any of the prior batman films i think bale did a excellent job as batman along with the supporting cast the only reason that i am giving it stars instead of is because i wasn t too thrilled with the fact that they took an awfully long time building up bruce wayne s character we only get to see him in action as batman for the last minutes of the film another thing that i was puzzled about was the decision to cast katie holmes as bruce wayne s love interest it didn t seem like there was too much chemisrty between the two to me i think her role was absolutely pointless and it added nothing to the film other than those two things i think its a decent film to rent or possibly buy to add to your collection,1
zojirushi rice cookers i have owned one of these rice cookers for a number of years and decided to give a couple of them for gifts they are an excellent unit i was very happy with the service from amazon,1
buyer beware i ordered the cake topper june i was given an estimated shipping date of july those dates came went with no cake topper i contacted the seller twice with no response i filed a claim with amazon i did end up receiving a cake topper on july however it s not even the one i ordered the seller did refund my money but has never contacted me or apologized for the mishap i will never buy anything from the seller again i looked at the seller s feedback i m not the only person they have done wrong so buyer beware,0
hidden gem if you like chet the trumpeter this disc is a hidden gem recorded in italy in the early s it s got european players on it good disc particularly if you like chet if you re just starting out with chet try some of his s output first then get with this fine disc,1
they changed the smell yuck well i don t see why people can t just leave a good product alone this was a good product but this box of diapers has a bad smell it s like pampers has added a perfume or fragrance and now the diapers smell really bad my son had bad diaper rash i feel the perfume fragrance delayed the healing of and maybe even inhibited the healing process not good will be looking for a new brand of diapers will never buy pampers baby dry again and am very disappointed,0
lousy this has to be the most horrible printer in the world if i could give it stars i would i just got a new digital camera and of course just got this printer now when i print my photos it has blurred lines through it and is all messed up its print quality is horrible it may be a bad printer but hp is no help at all they keep saying to install new drivers when it is clearly a hardware problem i want to throw this thing away unfortunatly i got it on clearance and i m stuck with it don t buy this pile of junk,0
wrong item ordered this for my wife s birthday was disappointed as the container was totally different i ordered coty vanilla fields cologne spray for women once was shipped vanilla fields by coty cologne spray oz in other words same product different container and slightly less expensive although we were charged the full amount not enough difference to go thru the hassle of returning it,0
in general a good book i took the toefl test this morning and i have to say that this book was very useful i haven t received the official grades yet but my note should be between and and given the fact that i ve just studied two hours a day for one month definitely this book helped me a lot to improve my grammar but i also believe that the examples were organized in a boring fashion the practice tests for the listening section are really good about the reading section my advice to you read read read no matter how much time you spend on vocabulary they will find a word you don t know,1
a great book if you could read it reading this book was a tremendous pain in the the mystery and plot could have been greatly enthralling if i hadn t spent so much time trying to unwind faulkner s sentences not only were the sentences long and complex there were so many rambling thoughts between the action that i missed the thought and the action i think faulkner had a profound statement to say about social injustice and the south s part but he certainly didn t say it in any way i could have understood it,0
poor quality i have been buying toys for my kids as well as my niece and nephew for years and this is the worst quality toy i ve purchased in fact i had better quality toys when i was a child my year old son insisted on having this for christmas and he loves it despite the fact that we have it leaned against the wall to hold it up it comes with adhesive but i don t want to risk damaging our walls it is very top heavy the level batcave is help up by a couple light weight plastic tubes and though the idea of all the parts snapping in place is nice i actually had to glue one part in place so it wouldn t fall in the floor speaking of pieces there are a million of them the directions could be written better also i read the other reviews here after my son had his heart set on this toy and wish i could have talked him out of this one fortunately he has enjoyed playing with it despite all its flaws but he got better quality toys for christmas than this one,0
terrific little laser printer and at a cheap price i had been tipped off by a professional friend of mine that he has of these hp s in use in his accounting business he claims other printers have failed him but this model has withstood heavy use that was sufficient recommendation for me but you know what he is correct i m quite happy with mine and rate it high for quality and value,1
horrible this cd is horrible madonnas verson of eva is terrible she should not have been allowed to screw up such wonderful songs as dont cry and other i dont suggest this cd to anyone who wants to hear how the songs are suppose to be sung if you wanna hear them the right way get elaine paige s version or patti lupone forgive me if i spelled her name wrong,0
crap this dvd was in some other region format wouldnt even play on my dvd player they should be more specific when offering products that arent compatible with us electronics i will never shop here again,0
excellent resource i have this book while i have not taken the asvab what i ve seen of the samples in the book would indicate that criticism about incorrect answers is false and i m a pretty good test taker wiley has elevated their dummies books by making their contents as accurate as possible that is why dummies books are used as classroom resources across the country and why i also use them when i need to get up to speed quickly accurately and without unnecessary information,1
awesome for those who love the beach and sand it creates a calming atmosphere yet allows you to dream of the beach the sand is a tad dusty though,1
great movie unfortunately i had to return this movie it was also a christmas gift already had one my kids have one or i would have kept it,1
not disappointed today is the perfect day clay touch es us with the way he sings he shine s in this cd clay definitely does not disappoint there s a song on this cd that should appeal to anyone who loves music clay is no longer invisible he s a popstar with a wonderful voice and most importantly integrity and that s the measure of a man,1
great it was a good movie for sci fi people who have already seen the stargate series came to our house quickly,1
this one is a classic and should go down in history who would not like bjork her celestial voice sends shivers up your spine her tonal quality and dynamics are extremely unique and her lyrics oh her lyrics they paint images like a master surrealist lyrics like i walk towards the edge and throw little things off like car parts bottles and cutlery or whatever i find lying around make music all worth it absurd beautiful and intense what more could annyone want bjork please marry me,1
the finale of the icerigger series the finale of the icerigger series does not have quite the adventure of the other two and harbors a pretty silly villain and plot none the less anyone reading icerigger and mission to moulokin will have to read deluge drivers if only to spend the last few minutes available with our new friends the tran there is definitely something wonderful and personal about this series the characters are very rich and you really want to know more about them and share in their adventures,1
worst movie ever made if you ve ever seen the original you ll know that this film is anything but good the story arc is poor there is a total lack of character motivation and the script seems as if they wrote it as they went along very little care was paid to the story when bringing this film to the screen the only care seems to have been for the special effects i want my two hours back,0
copy shop edition the stars are for the edition not the book the april edition from createspace which probably actually is a copy shop does not look like a book it looks like a leaflet from jehova s witnesses it s flimsy in a weird large format and with no information about publisher date of publishing etc if you have any aesthetic sensibility you should get a different edition of this classic book this type of product should either come with a warning not a real book or not be sold on amazon at all,0
very dissappointed not all pampers are made the same we had experience using the pampers swaddlers and thought that we would try the dry my son is almost lbs and these days he likes to roll around a lot these diapers have poor absorbancy and they are constantly leaking i am very careful whenever i put diapers on the velcro must meet each other in the front and i make sure everything fits securing around the back legs and hip these diapers will do it s job during the day time but during the night time when my son sleeps on his tummy off and on they will leak every morning when i go change these the pee is up to this chest i have to change his clothes every single morning extremely frustrating prior to using these i was using the kirkland costco size ones which was actually doing a fantastic job me being curious and always trying to find something a little better decided to try pampers dry can t wait until the package is done then i will for sure go back to kirkland,0
don t expect much the original was original this was just the same event the motorcycles were the same from the original come on,0
anesthesia for the gifted i checked this book out of the public library in hopes of gaining some insight into the many kinds of difficulties an adult faces upon learning of his her giftedness instead this book was full of oprah like perky advice sprinkled liberally with sleep inducing anecdotes about heather and james et cetera the author does not have the gifted reader in mind with this book it is overstuffed with fluff and not enough substance i have yet to find a book on gifted adults that speaks to us at our own level of intellect and cogently outlines issues and strategies that we face with our unique brains,0
fahrenheit we thought this book was a good one but it started out to be slow and confusing it is about a person name guy montag and he is a firefighter that burns books he is starting to find out that it is not a good job and he wants to quiet this is all i can say because if i tell you any more it will give the book away i can tell you that this is a science fiction book and it involves a different society this is what makes the book so great in conclusion this is a good book and even though it is hard to read in the begining it gets much better thanks for reading this,0
comfortable and less complicated than chest strap with watch combination love it comfortable barely restricting takes seconds to put on i use it mostly for running and it causes no problems also seems very accurate target zone alarm works well only real negative is that it s not particularly intuitive how to get between functions or how to change a setting explained well in manual but not easy to remember on the fly overall thrilled with it,1
addonics portable cd drive i am disappointed in its performance i am disappointed in its performance it seems underpowered and is constantly trying to read cds half the time unsuccessfully i am going to try to return it to amazon,0
the best of the set les annees bechetlike another reviewer i was turned on to sidney bechet by woody allen s paris at midnight which used bechet for the opening and closing titles i ended upbuying essentially every bechet cd i could find on amazon in my judgement this one is the best not only by containing the paris at midnight theme but other great numbers bechet s september song is truly great,1
best album of the nineties oasis is by far the best band in existence today and this album proves it with all the junk bands around today like third eye blind nsync and metallica it s good to know that there is at least one band around that is truly dedicated to rock and roll it s too bad that oasis has had such mediocre success in the u s i just can t stand to listen to the radio anymore i can t name even one good band in the u s it seems to me that all the best music is made in europe great bands like the beatles pink floyd and now oasis have all come out of europe well enough with my ramblings if you want a cd that will stick to your cd player indefinitely buy definitely maybe,1
successful book my criticism would be that people with emotional problems with god s grace can still be good spouses on the other hand it certainly helps make the marriage easier and with a higher probability of success to marry someone who is emotionally well adjusted a great book to help young adults to look at themselves and their relationships so they will have healthy marriages and families,1
this toy is not worth the money i sure wish i would have read the reviews before i purchased this item this is really the only toy my yr old son asked for this christmas i couldn t believe how flimsy this toy is there is no way he could even play with it everytime we tried to move it it fell apart i am very disappointed and do not recommend,0
ooooommmmmmmm buy this at a discount price it s not something you want to buy for at a music store,0
one mess after another i have been pleased with the regular pampers size but i m very disappointed with the baby dry size they are significantly smaller than the regular size diapers and do not cover the back of my baby so it s been one mess and clothing change after another,0
is there a bad guy clark cd of course not and this is another great one just stop putzing around and buy it,1
i m not bad i m just drawn that way eddie valient bob hoskins has a case and he s teamed up with roger rabbit roger is wanted for the murder of marvin acme the owner of toon town eddie doesn t much like toons cause a toon killed his brother as the movie goes on eddie starts to like roger and his zany ways this ground breaking movie won awards including best visual effects,1
great read i thought this book was brilliant but yet realistic it showed me that to error is human i loved the fact that this writer showed the loving side of god and not the revengeful side of him i loved how it twisted and turned and i could not put it down i also loved the glass castle,1
thankful mom i have three children in diapers my oldest is years old and is autistic we have not been able to potty train him yet we tried several brands only to find out that pampers baby dry was always the one we went back to no question no leaks but the cost of our diapers just adds up amazon has the absolute cheapest price i have found in stores or on line and free shipping and i got off with a promotion for baby items over prurchased i made out and never had to leave my door thanks amazon really,1
cartoon arab scottish villain i had the rare experience of giving up on a novel after only a couple of chapters when trying to read edge of danger recently but higgins managed to pen a book so lame that i refused to go any further his bad guy is supposedly a scottish arabian aristocrat but comes off as just another cartoon arab terrorist with an implausible pointless heritage but what do you expect from a middle aged author who poses in bomber jacket and aviator glasses on the dust jacket depth,0
worst movie ever this is the most painful minutes that you will ever sit through the movie sucks nothing about it is funny just stupid i think i could make a better movie with my camera phone stupid,0
very mixed results i guess i m in the minority because i ve had very mixed results i took a chi running clinic in december and pr d in a half marathon about five week later by minutes i felt like i was having a running renaissance at age but that only lasted another few weeks since then i ve been plagued by injuries at this point calf injuries have kept me from running for about months which makes no sense as the chi running books and i have both of them claim that you don t use your calf muscles with the method that didn t make much sense to me when i read it and it certainly doesn t now so i guess my advice is not to expect a miracle cure and recognize that some of the advice and statements in these books make little sense from a medical standpoint perhaps because the authors have no medical training that said i ve been to plenty of sports docs and physical therapists over the years and they weren t very helpful either,0
good solution for people with weird shaped ears all i have read about these was pretty much true you can remove the rubber piece and press these over the part that it was attached to and they will stay but they do come out with a little tug a fine line of rubber cement will fix that though and it peels off if necessary but the great thing is that they will hold the jabra in your ear without the ear loop and that s huge especially for someone like me with really weird shaped ears that nothing else except an over the head headset seemed to work all in all worth the cost easily i just wish you could order multiple pieces in one size only if i lose the that fist my ear i have to buy a pack again just to get the one that i need,1
this is the book that made me love reading growing up i thought my my mother and sister were so boring because they read so much i hadn t read anthing that interested me until alvin my mother and sister still may be boring at times but reading is exciting thank you mr hicks,1
way cool ideas a beautiful book i love everything about it crisp photography nice paper great ideas an abundance of inspiring bon mots lots of resources listed at the back of the book after flipping through its pages i wanted to jump off the sofa and begin journaling but i didn t i felt a little overwhelmed by the creative journal pages i saw i just don t know where people get some of their amazing ideas i wish my mind were half as fertile as those whose works are featured in the pages of making journals by hand i will however continue enjoying the visual feast between its covers and hope for a divine intervention that will get me off the sofa and into the craft room to create a fabulous rememberance just as the featured artists have done if you like books paper art rubber stamping writing color cool ideas and peeking into other people s journals buy this book,1
great product just what i needed to get me headed back toward my pre pregnancy waist bought an xl and probably could have fit into the large looking to down size soon,1
for the serious collector beginning with bridge on the river kwai in the only david lean film i would rate less than stars is a passage to india and i would give it ryan s daughter is simply one of those films that any serious creator of a dvd library should have on his her top list it is so spectacular that for the life of me i can t imagine what has taken so long for it to arrive in dvd format as with all his films lean s cinematography is truly unequalled but there isn t a single ingredient with which one can find reasonable fault ryan s daughter is what filmmaking should always be and so rarely is,1
it s ok not much of a plot differance from the nd one i saw them film in chicago in that was the only cool thing about this movie the chicago back drop other then that don t buy this unless you saw it and liked it if you haven t seen it just rent it,0
sensational silk i bought these silk pajamas for my husband for our anniversary and he loved them they re exactly as described cool when it s warm out and warm when it s cool out he wears them all the time and says they re very comfortable,1
a good review of the facts it is a catechism what more to say it does the job presents the facts and gives a lot of information in concise form that can be used for further study what it is not is a prayer book philosophical discussion or flowery inspirational work it is a catechism,1
a personal look at the life of queen victoria i bought this set thinking it would be just another movie to add to my growing costume drama collection i was really wrong from the first minutes of this movie the viewer is hooked i was amazed to find out how queen victoria became queen how she struggled with her mother and how she picked a husband i must say a e did a great job portraying the lives of these well known people i really felt as though i was there living out her life the costumes are great acting is supurb and nothing could be improved on save for the fact that it wasn t long enough and tons of time was skipped good job and a great movie i would reccomend to anyone who wants to learn more about queen victoria or someone who just loves good movies,1
